text,aspect,sentiment,source,source_row_id
"Menjebak, berhenti langganannya menyulitkan.",Langganan (Subscription & Pricing),Negatif,original,1016
Berita update dan terkini,Kualitas Konten,Positif,original,1017
sangat informatif dan menghibur,Kualitas Konten,Positif,original,1018
Beritanya sdh tidak netral,Kualitas Konten,Negatif,original,1021
pemberitaan yg berimbang dong.,Kualitas Konten,Netral,original,1022
"uda ngak subjektif,terlalu berpihak",Kualitas Konten,Negatif,original,1023
Tai app bayar berak,Langganan (Subscription & Pricing),Negatif,original,1024
Dowoad berulang ulang e-paper,Fungsionalitas,Negatif,original,1027
Aplikasinya bagus dan infomatif,Kualitas Konten,Positif,original,1028
Minta fitur dark mode,Tampilan (UI/UX),Netral,original,1029
"udah langganan 1 tahun, tapi tiba2 gak bisa akses e-paper. Udah 2× ini kocak.",Performa (Technical & Access),Negatif,original,1030
nyari berita bola terbaru yg muncul berita tahun 2023 ga update,Kualitas Konten,Negatif,original,1031
ternyata berbayar untuk baca beritanya,Langganan (Subscription & Pricing),Netral,original,1032
Aplikasi matre.. ujung2nya di suruh berlangganan,Langganan (Subscription & Pricing),Negatif,original,1033
sangat membantu saya mengetahui informasi terkini dan membuka pemikiran saya melalui opini-opini penulis,Kualitas Konten,Positif,original,1034
Tolong perbaiki mode tab nya. Tampilannya tidak bisa vertikal sempurna. Terimakasih,Performa (Technical & Access),Netral,original,1035
enak dan teratur untuk dibaca,Tampilan (UI/UX),Positif,original,1036
Ada fitur text to speech dan semua fitur yang disediakan sangat memudahkan dan memuaskan user.,Fungsionalitas,Positif,original,1037
udah nyoba trial yang 3 hari kok tetep ga bisa akses fitur premium ya?,Performa (Technical & Access),Negatif,original,1038
Aplikasinya jelek buruk dan lemot,Performa (Technical & Access),Negatif,original,1039
Pas dapat diskon menjadi member,Langganan (Subscription & Pricing),Positif,original,1040
sangat mencerahkan dengan berita independen,Kualitas Konten,Positif,original,1041
"Saya sangat,kecewa susah masuknya Apl ini,ada apa..??",Performa (Technical & Access),Negatif,original,1043
berita nya aktual dan mudah di mengerti,Kualitas Konten,Positif,original,1045
tapi mahal langganannya andai sekali bayar dan harga 30ribu mantap tuh,Langganan (Subscription & Pricing),Negatif,original,1046
biaya langganannya dimurahin dikit dong kalo buat mahasiswa hehe,Langganan (Subscription & Pricing),Netral,original,1047
"Sementara ini aku suka banget sama aplikasi satu ini karena menyediakan berbagai macam informasi, berita yang bisa menambah literasi saya.",Kualitas Konten,Positif,original,1048
"Sangat bagus isinya, Kompas memang yang terbaik",Kualitas Konten,Positif,original,1049
"Beritanya cepat, lengkap dan akurat",Kualitas Konten,Positif,original,1050
Tidak bisa dibuka tap verifikasi macet melulu,Performa (Technical & Access),Negatif,original,1051
"beritanya cukup baik, sangat informatip",Kualitas Konten,Positif,original,1052
"ada iklan yang nyuruh pengguna harus berlangganan, cukup gede sih dan penempatannya juga di situ 🔥",Tampilan (UI/UX),Negatif,original,1053
Berita2 yg kredibel dapat dpercaya,Kualitas Konten,Positif,original,1054
"suka, berita seimbang. . kompas selalu di hati.",Kualitas Konten,Positif,original,1056
Sangat baik terhadap keluhan pengguna,Performa (Technical & Access),Positif,original,1058
berita yg aktual & seimbang,Kualitas Konten,Positif,original,1059
Sayangnya lembaran yang mau di-kliping tidak bisa di-downlaod seperti dulu.,Fungsionalitas,Negatif,original,1060
artikel-artikelx menarik dan enak dibaca,Kualitas Konten,Positif,original,1062
Berita yang disajikan sangat membantu publik memperoleh informasi yang menarik akurat dan terpercaya,Kualitas Konten,Positif,original,1064
"Konten berisi informasi yang substansial, update, menarik, menambah wawasan",Kualitas Konten,Positif,original,1065
nggak jelas MASUK aplikasi Ulang terus,Performa (Technical & Access),Negatif,original,1066
"Enak memang membaca berita dari Kompas ini., beritanya selalu Update dan masih bisa dipercaya ketimbang bebarapa media lainnya.",Kualitas Konten,Positif,original,1067
Bacaan yg bagus...ttpi hrus rela brlngganan,Langganan (Subscription & Pricing),Netral,original,1068
Bacaan yg bagus...ttpi hrus rela brlngganan,Kualitas Konten,Positif,original,1068
"uninstalll, gratisnya cm 5kali artikel hbs itu suruh langganan 50rb/bln",Langganan (Subscription & Pricing),Negatif,original,1069
Cara masuk nya susah ya,Performa (Technical & Access),Negatif,original,1070
Bagus cuma tidak ada pilihan font,Tampilan (UI/UX),Netral,original,1071
"Terima kasih Kompas. id selalu menyajikan berita terbaik, valid dan bebas hoaks",Kualitas Konten,Positif,original,1072
"Dah download tapi masih bingung memahaminya, krn berita sama foto nya ga nyambung.",Kualitas Konten,Negatif,original,1074
"media sampah..melakukan penggiringan opini publik untuk membeci seseorang....udah kotor DAN TIDAK NETRAL...benci boleh, kalau memfitnah, udah sangat jahat",Kualitas Konten,Negatif,original,1075
"Membantu banget, bisa baca koran di mana pun, bahkan saat tidak terkoneksi internet. Biaya langganan terjangkau.",Langganan (Subscription & Pricing),Positif,original,1077
"Membantu banget, bisa baca koran di mana pun, bahkan saat tidak terkoneksi internet. Biaya langganan terjangkau.",Kualitas Konten,Positif,original,1077
Kompas selalu up date dalam pemberitaan.,Kualitas Konten,Positif,original,1078
"Aplikasinya bagus. Kompas sepuluh menyajikan informasi yang menarik, keren dan berkualitas",Kualitas Konten,Positif,original,1079
Situs media baca berita yang lengkap,Kualitas Konten,Positif,original,1080
Berberitalah dg berimbang dan proporsional. Jgn jd corong penguasa. Bela kepentingan rakyat di atas segalanya. Sukses slalu,Kualitas Konten,Netral,original,1081
Kompas mantap Berita ya netral,Kualitas Konten,Positif,original,1082
Sudah langgan di web tapi ternyata gak bisa akses e paper di aplikasi,Performa (Technical & Access),Negatif,original,1083
Media Kompas baik suratkabarnya maupun KompasTV terpercaya informasinya.,Kualitas Konten,Positif,original,1084
"Jika memang Kompasiana adalah anak perusahaan anda, penulis nya harus di saring lagi .... Semakin lama semakin ga berahlak ...",Kualitas Konten,Negatif,original,1086
"Buruk banget, berita doang pake bayar. Ngapain juga, mending nonton TV, masih banyak akses berita di tempat lain",Langganan (Subscription & Pricing),Negatif,original,1087
media politik.. media tidak netral..!!,Kualitas Konten,Negatif,original,1091
"Wartawannya bisa dibayar, dewan redaksi menutupi.",Kualitas Konten,Negatif,original,1093
"males banget dah,pake langganan segala.. kenapa ga berikut kuota internet aja sih.",Langganan (Subscription & Pricing),Negatif,original,1095
emang nih masa baca berita mesti bayar,Langganan (Subscription & Pricing),Negatif,original,1096
"surat kabar yg patut jadi rujukan, independen dan dapat dipercaya",Kualitas Konten,Positif,original,1098
gak bisa di baca.. gak brmanfaat,Performa (Technical & Access),Negatif,original,1099
Buat berita yg realita dan kongktit,Kualitas Konten,Netral,original,1100
"Dapat membaca berita Nasional sampai berita perdesaan ,",Kualitas Konten,Positif,original,1101
Payah semua artikel harus berlangganan walaupun artikel bebas..ujung2nya harus langganan!! Mendingan berita online yg lain!!,Langganan (Subscription & Pricing),Negatif,original,1102
Banyak sekali berita gratis,Langganan (Subscription & Pricing),Positif,original,1103
Komplit beritanya dan bisa di percaya beritanya.,Kualitas Konten,Positif,original,1104
Berita cepat gak beli koran,Kualitas Konten,Positif,original,1107
"Setiap e_paper & buku yg udah d download, jika mau d baca lagi harus 
download ulang.",Fungsionalitas,Netral,original,1110
"Baru download, mau dibaca sudah hilang dan suruh download ulang,, dan itu berkali""... Solusinya gmana ini?",Fungsionalitas,Netral,original,1114
"Baru download, mau dibaca sudah hilang dan suruh download ulang,, dan itu berkali""... Solusinya gmana ini?",Performa (Technical & Access),Negatif,original,1114
Halah ini aplikasi terjeleeeeeeeeek sedunia.masak cuma bisa baca satu halaman doang,Langganan (Subscription & Pricing),Negatif,original,1115
"akun saya kok gak bisa di buka, terus koran juga gak bisa",Performa (Technical & Access),Negatif,original,1117
"Tidak akan bosan dengan apps ini karena konten-konten yang menarik, berita faktual, terkini, dan terpercaya.",Kualitas Konten,Positif,original,1118
Sudah subscribed tp gak bisa log in. CS tdk membantu,Performa (Technical & Access),Negatif,original,1119
consume quotanya gede banget. sampai jadi nomor 2/3 dipengguna quota bulanan setelah youtube,Performa (Technical & Access),Negatif,original,1120
"Sudah ikut berlangganan malah tidak masuk, log in ga jelas",Performa (Technical & Access),Negatif,original,1121
Aplikasinya bagus. Customer service tidak banyak membantu.,Performa (Technical & Access),Negatif,original,1123
"Jurnalistik yang berkualitas. Tidak rugi apabila kita berlangganan. Dengan bahasa yang baku dan lugas, namun masih dapat difahami oleh masyarakat.",Langganan (Subscription & Pricing),Positif,original,1124
"Jurnalistik yang berkualitas. Tidak rugi apabila kita berlangganan. Dengan bahasa yang baku dan lugas, namun masih dapat difahami oleh masyarakat.",Kualitas Konten,Positif,original,1124
Mohon fitur baca audio bisa compatible dengan airpods.,Fungsionalitas,Netral,original,1125
"Setelah diupdate, aplikasi tidak lagi crash. Sangat bagus.",Performa (Technical & Access),Positif,original,1126
mohon bisa kembali pd sistim sebelum nya krn ipadmini 3 sya gk bisa baca kompas digital sejak 3 hr lalu,Performa (Technical & Access),Negatif,original,1127
Keren untuk update barunya. Saya suka,Performa (Technical & Access),Positif,original,1128
"Setelah upgrade terakhir, download epaper di apple ipad engga bisa dilakukan.",Performa (Technical & Access),Negatif,original,1129
Setelah update 4 hari lalu malah epaper ga bisa dibuka sama sekali,Performa (Technical & Access),Negatif,original,1130
Saya tidak bisa unduh epaper bbrp hr ini. Sptnya ada hubungan dg versi ios ipad sy. Tlg segera perbaiki,Performa (Technical & Access),Negatif,original,1131
Kurang bagus icon nya. Masih ada flek hitam nya. Mohon diperbarui. Di iOS 14 zonk nih bro,Tampilan (UI/UX),Negatif,original,1132
Tolong appnyansupaya bisa rotate donk!!!,Tampilan (UI/UX),Netral,original,1134
Kayanya ga cocok aplikasinya dengan ios terbaru,Performa (Technical & Access),Negatif,original,1135
"Udah langganan,Gak bisa landscape . .
Sampah 👍",Tampilan (UI/UX),Negatif,original,1136
"Menu edisi digital memiliki layout serupa dengan edisi koran cetak. Seolah tebal 32 laman kertas koran cetak diboyong utuh ke sapuhan jemari di layar ponsel. Pengoperasian aplikasi yang simpel dan praktis membuat aksesibilitas dan hobi baca bisa dinikmati tiada batasan tempat, wakti dan ruang. Selamat koran Kompas, tetaplah berinovasi dalam layanan kepada loyal reader kostumer.",Tampilan (UI/UX),Positif,original,1138
"Ulasan saya akan tetap bintang satu sampai kemungkinan untuk memilih teks dalam mode artikel dikembalikan. Sangat disayangkan Anda terus memperbarui aplikasi tanpa menghadirkan kembali fitur ini. Jika tidak ada perkembangan, saya terpaksa beralih ke koran lain.",Fungsionalitas,Negatif,original,1139
"sudah lumayan, cuma ada masalah di mode gelapnya kadang beberapa artikel masih latar belakang putih, mohon dimaksimalkan untuk mode gelapnya terimakasih.",Tampilan (UI/UX),Negatif,original,1140
"terimakasih atas berita politik, selebritis, tokoh masyarakat dan info kesehatan, traveling tempat - tempat spot wisata di Nusantara dan banyak lagi berita - berita yang menginspirasi tuk menambah wawasan cakrawala berfikir🇮🇩🌹❤️🌿🌱🙏",Kualitas Konten,Positif,original,1141
Selama saya baca beritanya sangat menarik ketika diulik terutama investigasi. Pertahankan untuk redaksinya buat beritanya jangan terjebak dengan blunder masalah dan problematika di Indonesia.,Kualitas Konten,Positif,original,1143
"Saya berlangganan harian Kompas lebih dari 50 tahun, selain liputan berita nya luas dan aktual, opini dan analisis nya, yang terpenting Kompas konsisten sebagai pelopor penggunaan bahasa Indonesia yg baik dan benar.",Kualitas Konten,Positif,original,1144
"Dapet kupon langganan gratis lewat penukaran poin mytsel, berhasil, tapi tetep ga ngaruh, epaper bisa di dowbload kalo langganan yg 50k terus ngapain ada tukar poin dpt voucher berlangganan? Hey segera diperbaiki ini",Langganan (Subscription & Pricing),Negatif,original,1145
"Sumber berita berkualitas tetapi yang dibungkus aplikasi sampah. Akun sudah berlangganan tetapi tidak bisa diakses, sudah coba logout dan login kembali dan sudah hapus memori tetap tidak bisa. Sangat mengecewakan.",Kualitas Konten,Positif,original,1146
"Sumber berita berkualitas tetapi yang dibungkus aplikasi sampah. Akun sudah berlangganan tetapi tidak bisa diakses, sudah coba logout dan login kembali dan sudah hapus memori tetap tidak bisa. Sangat mengecewakan.",Performa (Technical & Access),Negatif,original,1146
"Terima kasih Kompas, telah menjadi sahabat, setiap hariku. Membaca Kompas, seperti membaca Indonesia. Sebab Kompas, termasuk media nasional yang selalu terdepan mewartakan ragam fakta, figur, dan aneka peristiwa secara cepat dan aktual dari daerah-daerah di Indonesia. Tetap jadi kompas, pemberi arah dan jalan dalam mengarungi lautan dan hutan rimba, sebagaimana yang dicitakan Bung Karno. Salam, Merdeka✊🇮🇩",Kualitas Konten,Positif,original,1147
Kompas Selalu Menjaga Wibawa Pemerintah Walau ada Kritik Dari Kompas Itu Untuk Oknum Kompas selalu menjaga wibawa pemerintah walau ada kritik dan Kompas,Kualitas Konten,Positif,original,1148
"Sy apresiasi bintang 5 namun tentunya, msh sudi selalu dgn perbaikan dari pendapat netijen lain atau dengan pertimbangan yg efektif. Hehe... Tp sy mau tnya nih, kompasiana aplikasi hp vers belum ad y min..? Soalny pasti ada yg gak selalu pegang laptop untuk tulis sesuatu.. Trims",Kualitas Konten,Positif,original,1149
"Berita lebih komprehensif, dan tidak memihak dan memang lebih objektif di lapangan Semoga dengan kompas.id terus berkembang kedepannya. Dan layanan semoga di permudahkan bagi semua kalangan masyarakat",Kualitas Konten,Positif,original,1150
"SAYA KECEWA, BERITA KADALUARSA TERMASUK LOWONGAN KERJA EMANG INI TH BERAPA HELLOOWW.. YG RELEVAN DIKIT DONG BIAR BERMANFAAT BUAT MASYARAKAT INDONESIA. APA G BISA TERMASUK LOWKER DI UPDATE NGIKUTI TH HYA. BAIKNYA DI KLARIFIKASI JGAN MEMUAT BERITA SEPERTI ORANG AWAM TENTANG MEDIA,",Kualitas Konten,Negatif,original,1151
"baru saja coba dapat gratisan 3 bulan dari traveloka, sangat keren, tanpa iklan, beritanya daging semua, kalo malas baca bisa dibacain sama sistem, plus bs buka e paper, benar2 value for money",Tampilan (UI/UX),Positif,original,1152
"baru saja coba dapat gratisan 3 bulan dari traveloka, sangat keren, tanpa iklan, beritanya daging semua, kalo malas baca bisa dibacain sama sistem, plus bs buka e paper, benar2 value for money",Fungsionalitas,Positif,original,1152
"baru saja coba dapat gratisan 3 bulan dari traveloka, sangat keren, tanpa iklan, beritanya daging semua, kalo malas baca bisa dibacain sama sistem, plus bs buka e paper, benar2 value for money",Langganan (Subscription & Pricing),Positif,original,1152
"baru saja coba dapat gratisan 3 bulan dari traveloka, sangat keren, tanpa iklan, beritanya daging semua, kalo malas baca bisa dibacain sama sistem, plus bs buka e paper, benar2 value for money",Kualitas Konten,Positif,original,1152
Semoga tetap konsisten selalu pada jalur nya..jadila untuk bisa di percaya dan bisa mencerdaskan anak bangsa..jgn sampai kaya tetangga sebelah..berita yg tida kradibel..clikbait yg sebentar lagi punah,Kualitas Konten,Positif,original,1153
"Buat yang mau baca e-paper tpi gk mau download terus, bisa diakalin dgn 
kunci app nya di task manager agar cachenya gk dihapus. Caranya klik tombol 
yg di keypad, tombol selain home sma tombol kembali. Terus geser dah, 
karena hp saya xiaomi biasanya tinggal digeser kebawah sampai muncul ikon 
kunci di app itu. Tapi kembali lagi feedback buat kompas, tolong dong app 
nya diupdate, setidaknya klo udah download e-paper diberi waktu minimal 
sehari lah sebelum e-paper itu otomatis kehapus. Lagi pula ini kan buat 
kepuasan pelanggan kompas juga. Tapi kompas keren lah, saya bangga menjadi 
bagian harian kompas",Kualitas Konten,Netral,original,1154
Konten untuk anak muda atau milenial diperbanyak agar para anak muda mau membaca. Promo manfaat kenapa harus download kompas.id harus gencar. Bukan hanya promo cara download. Trik promosi harus diubah deh. Katanya aplikasi premium....,Kualitas Konten,Netral,original,1155
"Saya pembaca harian Kompas (cetak) sejak dulu awalnya thn 1962 datang ke Jakarta utk kuliah..saat itu ada Surat kabar (koran)/harian Kompas, Sinar Harapan, Berita Buana, Merdeka. Harian Kompas menyuguhkan pelbagai topik/ bervariasi,... apalagi sekarang ini jauh lebih lengkap dan bisa dibaca melalui media electronic.",Kualitas Konten,Positif,original,1156
Membaca kompas Minggu (edisi cetak) sejak sekolah menengah pertama. Kini beralih berlangganan edisi digital. Selalu saja merasa dicerdaskan setiap kali membaca artikel kompas.,Kualitas Konten,Positif,original,1157
"Padahal sdh perpanjang langganan premium satu tahun. Tpi tdk bisa log in di aplikasi. Hanya bisa baca via browser. Cs sangat tidak bisa membantu. Kecewa berat. Tdk sperti Temp'. Hari ini keluhan lalu dipandu, bisa log in. Pdhal sdh mnjadi pembaca setia sejak mhisswa baca kompas. Aplikasi minta update melulu. Tpi tetap mengecewakan!",Performa (Technical & Access),Negatif,original,1158
"Sebagai media ternama dan terbesar; kecewa dengan pelayanan hotline kompas via WA. Sepertinya setiap tahun selalu begini, kalau ingin perpanjang langganan. 

Tim hotline ga pernah mengerti masalah. Buat apa kasih promo bundling, tapi ga informatif kepada konsumen. Kasih info jg ga lengkap. Payah! Saya pelanggan kompas sdh lebih dr 15 tahun, dan kali ini urusan digital gini malah diabaikan.",Performa (Technical & Access),Negatif,original,1159
Min. Sejak saya instal IOS 16.0.0 dan updatenya 16.0.2. Aplikasi kompas selalu close sendiri kalau scrol berita. Maksimal lebih dari 5 judul berapa tiba2 close. Padahal aplikasi kompas sudah saya update. Saya sudah coba re-instal sama aja.,Performa (Technical & Access),Negatif,original,1160
"Versi terbaru, kenapa ya, halaman awal (kompas) sering sekali reload dan patah2 kalau scroll ke bawah. iPad Pro / iPadOS 15.4.1.",Performa (Technical & Access),Negatif,original,1161
"Sy mau cekout berlangganan dengan vocer blibli, proses cekout di komoas SUSAH setengah mati, loading melulu, mau dibayar eh malah balik ke halaman depan lagi, hilang vocer saya, katanya udah terpakai pdhl BELUM SEMPET CEKOUT, hangus vocer 70rb. Udah lah aplikasi jelek gak ketulungan PAYAH TOTAL, merugikan calon konsumen, ngga lagi2, kapok beli vocer app nya kompas. TANGGUNG JAWAB",Langganan (Subscription & Pricing),Negatif,original,1162
"Sy mau cekout berlangganan dengan vocer blibli, proses cekout di komoas SUSAH setengah mati, loading melulu, mau dibayar eh malah balik ke halaman depan lagi, hilang vocer saya, katanya udah terpakai pdhl BELUM SEMPET CEKOUT, hangus vocer 70rb. Udah lah aplikasi jelek gak ketulungan PAYAH TOTAL, merugikan calon konsumen, ngga lagi2, kapok beli vocer app nya kompas. TANGGUNG JAWAB",Performa (Technical & Access),Negatif,original,1162
"Di IOS 14.8 untuk UI di bagian status langganan masih ada tag HTML nya. Informasi yg ditampilin juga bikin bingung, kalau bisa segera diperbaiki soalnya saya sudah berlangganan terus. Untuk yg bagian UI/Ukompas lainnya kalau menurut saya sudah cukup baik",Tampilan (UI/UX),Negatif,original,1163
"Akhirnya, koran bersejarah Indonesia hadir di iPad. Versi terbaru ini masih agak tidak stabil (kadang crash saat berpindah tab), tapi secara keseluruhan aplikasi yang bagus. Andai ada nomor halaman di semua tampilan tab supaya kita tahu harus scroll ke mana untuk pindah halaman, itu akan sangat membantu.",Tampilan (UI/UX),Netral,original,1164
"Akhirnya, koran bersejarah Indonesia hadir di iPad. Versi terbaru ini masih agak tidak stabil (kadang crash saat berpindah tab), tapi secara keseluruhan aplikasi yang bagus. Andai ada nomor halaman di semua tampilan tab supaya kita tahu harus scroll ke mana untuk pindah halaman, itu akan sangat membantu.",Performa (Technical & Access),Negatif,original,1164
"Ini aplikasi yang hebat. Namun, ada bug dalam mengunduh ePaper. Aplikasi ini harus diunduh ulang setiap kali kita keluar dari aplikasi. Masalah ini tidak ada sebelum update terakhir. Saya berharap review (masukan) ini dibaca oleh tim pengembang aplikasi. Maaf saya harus memberi bintang 3/5.",Performa (Technical & Access),Negatif,original,1165
saya sedang mencoba versi gratisnya dulu sebelum berlangganan,Langganan (Subscription & Pricing),Netral,original,1166
perlu berlangganan premium untuk bisa download e-paper,Langganan (Subscription & Pricing),Netral,original,1167
"diskon untuk pengguna baru cukup besar, sangat membantu",Langganan (Subscription & Pricing),Positif,original,1168
iuran bulanan kompas id termasuk paling murah di antara media premium sejenis,Langganan (Subscription & Pricing),Positif,original,1169
tolong tambahkan mode baca malam agar tidak menyilaukan di tempat gelap,Tampilan (UI/UX),Netral,original,1170
navigasi kategori berita bisa diakses dari menu utama di bawah layar,Tampilan (UI/UX),Netral,original,1171
sebaiknya ada pilihan tampilan kompak untuk layar dengan resolusi kecil,Tampilan (UI/UX),Netral,original,1172
tata letak konten di halaman depan menggunakan grid dua kolom,Tampilan (UI/UX),Netral,original,1173
apakah bisa ditambahkan opsi untuk mengubah kontras tampilan artikel,Tampilan (UI/UX),Netral,original,1174
antarmuka yang simpel membuat pengalaman membaca tidak terganggu elemen lain,Tampilan (UI/UX),Positif,original,1175
warna dan tipografi yang dipilih konsisten dan profesional di semua halaman,Tampilan (UI/UX),Positif,original,1176
semoga fitur text to speech bisa berjalan di background sambil buka aplikasi lain,Fungsionalitas,Netral,original,1177
mohon ditambahkan notifikasi pengingat baca harian agar tidak lupa buka aplikasi,Fungsionalitas,Netral,original,1178
fitur berbagi artikel ke medsos berjalan mulus hanya dengan satu klik,Fungsionalitas,Positif,original,1179
fitur pencarian lanjutan dengan filter kategori sangat membantu menemukan berita spesifik,Fungsionalitas,Positif,original,1180
fitur highlight teks pada artikel memudahkan saya mencatat poin penting,Fungsionalitas,Positif,original,1181
fitur tts suaranya jernih dan intonasinya cukup natural untuk didengar lama,Fungsionalitas,Positif,original,1182
login menggunakan akun google berjalan mulus tanpa perlu verifikasi berulang,Performa (Technical & Access),Positif,original,1183
CS kompas id responsif dan membantu menyelesaikan masalah akses saya dengan cepat,Performa (Technical & Access),Positif,original,1184
"berita kompas sudah tidak secepat dulu, sering ketinggalan dibanding portal lain",Kualitas Konten,Negatif,original,1185
"berita olahraga di kompas sangat lambat update, hasil pertandingan baru muncul beberapa jam kemudian",Kualitas Konten,Negatif,original,1186
"kecewa banget beritanya sering telat, kompetitor sudah muat duluan baru kompas nyusul",Kualitas Konten,Negatif,original,1187
"artikel tentang teknologi di kompas ketinggalan zaman, isinya basi sudah dibahas media lain minggu lalu",Kualitas Konten,Negatif,original,1188
"berita daerah kompas sangat minim dan tidak update, kalah jauh dengan portal berita lokal",Kualitas Konten,Negatif,original,1189
"beberapa artikel kompas judulnya misleading dan tidak sesuai isi beritanya, clickbait sekali",Kualitas Konten,Negatif,original,1190
"isi berita kompas sering tidak akurat, banyak data yang salah dan tidak dicek ulang",Kualitas Konten,Negatif,original,1191
"jurnalisme kompas menurun drastis, faktanya tidak terverifikasi dan opini disajikan sebagai fakta",Kualitas Konten,Negatif,original,1192
kompas makin sering muat berita sensasional tanpa verifikasi yang jelas,Kualitas Konten,Negatif,original,1193
"kualitas tulisan di kompas makin buruk, banyak kesalahan fakta yang lolos dari editor",Kualitas Konten,Negatif,original,1194
"kompas sudah tidak independen lagi, pemberitaannya sangat terasa berpihak",Kualitas Konten,Negatif,original,1195
"liputannya tidak berimbang, satu pihak selalu dapat porsi lebih besar dari pihak lainnya",Kualitas Konten,Negatif,original,1196
"kompas makin kehilangan objektivitas, narasumber yang dikutip selalu dari kelompok yang sama",Kualitas Konten,Negatif,original,1197
"framing berita kompas sangat kentara keberpihakannnya, tidak ada keseimbangan sudut pandang",Kualitas Konten,Negatif,original,1198
"sudah tidak ada lagi jurnalisme investigatif yang berani di kompas, semuanya aman dan tidak kritis",Kualitas Konten,Negatif,original,1199
"liputan kompas sangat dangkal, tidak ada kedalaman analisis sama sekali",Kualitas Konten,Negatif,original,1200
"berita kompas pendek-pendek dan tidak tuntas, banyak pertanyaan yang tidak dijawab",Kualitas Konten,Negatif,original,1201
"rubrik olahraga dan teknologi di kompas sangat kurang, hanya berita utama yang dibahas mendalam",Kualitas Konten,Negatif,original,1202
"kualitas tulisan kompas menurun, analisis yang dulu jadi ciri khasnya kini jarang ditemukan",Kualitas Konten,Negatif,original,1203
semoga berita di kompas makin cepat dan selalu terkini setiap harinya,Kualitas Konten,Netral,original,1204
harap berita olahraga terutama sepak bola bisa lebih sering diupdate,Kualitas Konten,Netral,original,1205
mohon berita teknologi dan startup lokal lebih banyak diliput kompas,Kualitas Konten,Netral,original,1206
semoga kompas bisa tingkatkan kecepatan upload berita terutama saat ada kejadian besar,Kualitas Konten,Netral,original,1207
tolong perbanyak liputan berita dari luar pulau jawa agar lebih merata,Kualitas Konten,Netral,original,1208
semoga ke depannya kompas bisa muat berita daerah lebih banyak lagi,Kualitas Konten,Netral,original,1209
harapannya berita internasional di kompas bisa lebih lengkap dan beragam,Kualitas Konten,Netral,original,1210
minta kompas untuk lebih sering update berita ekonomi dan bisnis harian,Kualitas Konten,Netral,original,1211
semoga kompas tetap konsisten menjaga independensinya dari tekanan manapun,Kualitas Konten,Netral,original,1212
harapannya pemberitaan kompas selalu berimbang dan memberi ruang bagi semua pihak,Kualitas Konten,Netral,original,1213
semoga kompas terus berpegang pada prinsip jurnalisme yang objektif dan tidak berpihak,Kualitas Konten,Netral,original,1214
mohon kompas untuk terus menjaga keberimbangan dalam setiap liputannya,Kualitas Konten,Netral,original,1215
semoga kompas bisa menghadirkan lebih banyak sudut pandang berbeda dalam satu isu,Kualitas Konten,Netral,original,1216
harap kompas tetap berani mengkritik semua pihak tanpa terkecuali,Kualitas Konten,Netral,original,1217
semoga redaksi kompas selalu menjaga standar netralitas dalam pelaporan berita,Kualitas Konten,Netral,original,1218
tolong pastikan setiap berita kompas sudah mendengar semua pihak yang terlibat,Kualitas Konten,Netral,original,1219
semoga kompas makin banyak memproduksi berita investigatif yang mendalam,Kualitas Konten,Netral,original,1220
harapannya liputan kompas semakin tajam dan tidak hanya di permukaan saja,Kualitas Konten,Netral,original,1221
mohon kompas untuk lebih banyak menyajikan analisis mendalam bukan hanya laporan peristiwa,Kualitas Konten,Netral,original,1222
semoga kompas terus meningkatkan kualitas riset dan verifikasi fakta sebelum terbit,Kualitas Konten,Netral,original,1223
tolong kompas untuk lebih banyak hadirkan perspektif para ahli dalam setiap isu penting,Kualitas Konten,Netral,original,1224
semoga kompas bisa memperbanyak konten jurnalisme data yang informatif,Kualitas Konten,Netral,original,1225
harapannya konten opini dan esai di kompas semakin beragam dan mencerminkan banyak suara,Kualitas Konten,Netral,original,1226
semoga standar penulisan di kompas terus dijaga dengan baik oleh seluruh jurnalisnya,Kualitas Konten,Netral,original,1227
tolong kompas tambahkan lebih banyak liputan tentang isu lingkungan dan perubahan iklim,Kualitas Konten,Netral,original,1228
semoga rubrik sains dan teknologi di kompas bisa lebih sering diperbarui,Kualitas Konten,Netral,original,1229
mohon kompas lebih banyak meliput isu kesehatan masyarakat terutama di daerah terpencil,Kualitas Konten,Netral,original,1230
harap kompas tambahkan konten pendidikan yang lebih relevan bagi generasi muda,Kualitas Konten,Netral,original,1231
semoga kompas bisa memperluas cakupan berita budaya dan seni lokal nusantara,Kualitas Konten,Netral,original,1232
tolong tambahkan lebih banyak liputan tentang usaha kecil dan menengah di indonesia,Kualitas Konten,Netral,original,1233
semoga kompas makin banyak mengangkat kisah inspiratif dari berbagai penjuru indonesia,Kualitas Konten,Netral,original,1234
mohon perbanyak konten yang membahas isu sosial dan kemasyarakatan secara mendalam,Kualitas Konten,Netral,original,1235
semoga kompas bisa lebih banyak menyajikan berita dalam format visual yang menarik,Kualitas Konten,Netral,original,1236
harap kompas tambahkan lebih banyak infografis untuk memudahkan pemahaman berita kompleks,Kualitas Konten,Netral,original,1237
tolong kompas hadirkan lebih banyak konten podcast berita untuk yang lebih suka mendengarkan,Kualitas Konten,Netral,original,1238
semoga kompas bisa memperbanyak liputan berbentuk video pendek yang mudah dicerna,Kualitas Konten,Netral,original,1239
